Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints,Model Feature,Model Output,Column Alias,OHE,Value Encoding,Missing Data Remap?,Remap Value,Fill Zeros,Numeric
SMQ725,When did {you/he/she} smoke {your/his/her} last cigarette? Was it...,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ740,"During the past 5 days, including today, on how many days did {you/he/she} smoke a pipe?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_pipe_smoked,,,TRUE,9,TRUE,TRUE
SMQ770,"During the past 5 days, including today, on how many days did {you/he/she} smoke cigars, or little cigars or cigarillos?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_cigar_smoked,,,TRUE,9,TRUE,TRUE
SMQ800,"During the past 5 days, including today, on how many days did {you/he/she} use chewing tobacco, such as Redman, Levi Garrett or Beechnut?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_chewing_tobacco,,,TRUE,9,TRUE,TRUE
SMQ817,"During the past 5 days, including today, on how many days did {you/he/she} use snuff, such as Skoal, Skoal Bandits, or Copenhagen?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_snuff,,,TRUE,9,TRUE,TRUE
SMQ830,"During the past 5 days, including today, on how many days did {you/he/she} use any nicotine replacement therapy products such as nicotine patches, gum, lozenges, inhalers, or nasal sprays?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_nicotine_replacement,,,TRUE,9,TRUE,TRUE
SMQ840,When did {you/he/she} last use a nicotine replacement therapy product? Was it . . .,SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ845,"During the past 5 days, including today, on how many days did {you/he/she} smoke tobacco in a water pipe or Hookah?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_hookah,,,TRUE,9,TRUE,TRUE
SMQ849,"During the past 5 days, including today, on how many days did {you/he/she} smoke an e-cigarette?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,TRUE,,days_ecigarette,,,TRUE,9,TRUE,TRUE
SMQ851,"Smokeless tobacco products are placed in the mouth or nose and include chewing tobacco, snuff, snus, or dissolvables. During the past 5 days, including today, did {you/he/she} use any smokeless tobacco? (Please do not include nicotine replacement products like patches, gum, lozenge, or spray which are considered products to help {you/him/her} stop smoking.)",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ857O,"During the past 5 days, including today, on how many days did {you/he/she} use other smokeless tobacco products?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ863,"During the past 5 days, including today, did {you/he/she} use any nicotine replacement therapy products such as nicotine patches, gum, lozenges, inhalers, or nasal sprays?",SMQRTU_J,Smoking - Recent Tobacco Use,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,SMQFAM_J,Smoking - Household Smokers,2017,2018,Questionnaire,,,,,,,,,,
SMD460,"Now I would like to ask you a few questions about smoking in this home. How many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product?",SMQFAM_J,Smoking - Household Smokers,2017,2018,Questionnaire,,,,,,,,,,
SMD470,"Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product inside this home?",SMQFAM_J,Smoking - Household Smokers,2017,2018,Questionnaire,,,,,,,,,,
SMD480,"(Not counting decks, porches, or detached garages) During the past 7 days, that is since last [TODAY'S DAY OF WEEK], on how many days did {anyone who lives here/you}, smoke tobacco inside this home?",SMQFAM_J,Smoking - Household Smokers,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMAQUEX,Questionnaire Mode Flag.,SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ856,"I will now ask you about tobacco smoke in other places. During the last 7 days, {were you/was SP} working at a job or business outside of the home?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ858,"While {you were/SP was} working at a job or business outside of the home, did someone else smoke cigarettes or other tobacco products indoors?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ860,"{I will now ask you about smoking in other places.} During the last 7 days, did {you/SP} spend time in a restaurant?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ862,"While {you were/SP was} in a restaurant, did someone else smoke cigarettes or other tobacco products indoors?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ866,"During the last 7 days, {did you/SP} spend time in a bar?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ868,"While {you were/SP was} in a bar, did someone else smoke cigarettes or other tobacco products indoors?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ870,"During the last 7 days, did {you/SP} ride in a car or motor vehicle?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ872,"While {you were/SP was} riding in a car or motor vehicle, did someone else smoke cigarettes or other tobacco products?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ874,"During the last 7 days, did {you/SP} spend time in a home other than {your/his/her} own?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ876,"While {you were/SP was} in a home other than {your/his/her} own, did someone else smoke cigarettes or other tobacco products indoors?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ878,"During the last 7 days,{were you/was SP} in any other indoor area?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ880,"While {you were/SP was} in the other indoor area, did someone else smoke cigarettes or other tobacco products?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SMQ940,"The next question is about e-cigarettes. During the last 7 days, {were you/was SP} in an indoor place where someone was using an e cigarette, e hookah, vape pen or other similar electronic product?",SMQSHS_J,Smoking - Secondhand Smoke Exposure,2017,2018,Questionnaire,,,,,,,,,,
SEQN,Respondent sequence number.,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMAQUEX2,Questionnaire Mode Flag,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD030,How old {were you/was SP} when {you/s/he} first started to smoke cigarettes fairly regularly?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD057,"At that time, about how many cigarettes did {you/SP} usually smoke per day?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD093,May I please see the pack for the brand of cigarettes {you usually smoke/SP usually smokes}.,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100BR,BRAND OF CIGARETTES SMOKED BY SP (SUB-BRAND INCLUDED IF APPLICABLE AND AVAILABLE),SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100CO,CIGARETTE CARBON MONOXIDE CONTENT,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100FL,CIGARETTE PRODUCT FILTERED OR NON-FILTERED,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100LN,CIGARETTE PRODUCT LENGTH,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100MN,CIGARETTE PRODUCT MENTHOLATED OR NON-MENTHOLATED,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100NI,CIGARETTE NICOTINE CONTENT,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD100TR,CIGARETTE TAR CONTENT,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD630,How old were you when you smoked a whole cigarette for the first time?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD641,On how many of the past 30 days did {you/SP} smoke a cigarette?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMD650,"During the past 30 days, on the days that {you/SP} smoked, about how many cigarettes did {you/s/he} smoke per day?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMDUPCA,Cigarette 12-digit Universal Product Code (UPC),SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ020,These next questions are about cigarette smoking and other tobacco use. {Have you/Has SP} smoked at least 100 cigarettes in {your/his/her} entire life?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ040,{Do you/Does SP} now smoke cigarettes?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ050Q,How long has it been since {you/SP} quit smoking cigarettes?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ050U,UNIT OF MEASURE,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ078,How soon after you wake up do you smoke? Would you say . . .,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ621,The following questions are about cigarette smoking and other tobacco use. Do not include cigars or marijuana. About how many cigarettes have you smoked in your entire life?,SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ661,"During the past 30 days, on the days that you smoked, which brand of cigarettes did you usually smoke?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ665A,"Please select the Marlboro pack that looks most like the brand that you smoke. If the pack you smoke is not shown, select 'other Marlboro.'",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ665B,"Please select the Camel pack that looks most like the brand that you smoke. If the pack you smoke is not shown, select 'other Camel.'",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ665C,"Please select the Newport pack that looks most like the brand that you smoke. If the pack you smoke is not shown, select 'other Newport.'",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ665D,"Please select the pack that looks most like the brand that you smoke. If the pack you smoke is not shown, select 'other brand of cigarette.'",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ670,"During the past 12 months, have you stopped smoking for one day or longer because you were trying to quit smoking?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ848,"During the past 12 months, how many times {have you/has SP} stopped smoking cigarettes because {you were/he was/she was} trying to quit smoking?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ852Q,"The last time {you/SP} tried to quit, how long {were you/was he/was she} able to stop smoking?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ852U,"The last time {you/SP} tried to quit, how long {were you/was he/was she} able to stop smoking?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ890,"{Have you/Has SP} ever smoked a regular cigar, cigarillo or little filtered cigar even one time? This hand card shows examples of some cigars; however there are others not included here.",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ895,"During the past 30 days, on how many days did {you/SP} smoke a regular cigar, cigarillo or little filtered cigar?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ900,"The next question is about e-cigarettes. These are battery-powered devices that usually contain liquid nicotine, and don't produce smoke. Have {you/SP} EVER used an e-cigarette EVEN ONE TIME? This hand card shows examples of some e-cigarettes and other devices used to inhale liquid nicotine; however there are others not included here.",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ905,"During the past 30 days, on how many days did {you/SP} use e-cigarettes?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ910,"Smokeless tobacco products are placed in the mouth and nose and include chewing tobacco, snuff, dip, snus (pronounced as ""snoose"") and dissolvable tobacco. {Have you/Has SP} ever used smokeless tobacco even one time? This hand card shows examples of smokeless products; however there are others not included here.",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
SMQ915,"During the past 30 days, on how many days did {you/SP} use smokeless tobacco?",SMQ_J,Smoking - Cigarette Use,2017,2018,Questionnaire,,,,,,,,,,
AGQ030,"During the past 12 months, {have you/has SP} had an episode of hay fever?",MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD093,In what year did {you/SP} receive {your/his/her} first transfusion?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180a,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . . had arthritis?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180b,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had congestive heart failure?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180c,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had coronary heart disease?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180d,"How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had angina, also called angina pectoris?",MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180e,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a heart attack (also called myocardial infarction)?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180f,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had a stroke?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180g,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had emphysema?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180k,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had chronic bronchitis?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180l,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had any kind of liver condition?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180m,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had another thyroid problem?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD180n,How old {were you/was SP} when {you were/s/he was} first told {you/s/he} . . .had gout?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD240a,How old {were you/was SP} when {cancer in MCQ230a} was first diagnosed?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD240b,How old {were you/was SP} when {cancer in MCQ230b} was first diagnosed?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCD240c,How old {were you/was SP} when {cancer in MCQ230c} was first diagnosed?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
MCQ010,The following questions are about different medical conditions. Has a doctor or other health professional ever told {you/SP} that {you have/s/he/SP has} asthma (az-ma)?,MCQ_J,Medical Conditions,2017,2018,Questionnaire,,,,,,,,,,
